what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308207142492
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308207142565
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308207148610
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308207156850
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207203124
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207203209
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308207207278
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308207207856
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207208525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207209602
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308207209663
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308207216364
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308207216747
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207222607
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1308207222634
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207264296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308207274113
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207279771
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1308207279796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207289201
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308207292858
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308207296587
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207305199
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308207306426
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308207306446
